insee;nom;nomcourt;type;forme;pop;nbcom;lon;lat;an;categorie;conso;consocvc;co2;eco2;co2i
200066132;CC du Pays de Stenay et du Val Dunois;Pays de Stenay et du Val Dunois;CC;Rural autonome;9497;41;5,1877;49,4288;2020;Gaz Naturel;148000;150000;30200;30300;0
200066132;CC du Pays de Stenay et du Val Dunois;Pays de Stenay et du Val Dunois;CC;Rural autonome;9497;41;5,1877;49,4288;2020;Produits pétroliers;136000;140000;36500;37400;0
200066132;CC du Pays de Stenay et du Val Dunois;Pays de Stenay et du Val Dunois;CC;Rural autonome;9497;41;5,1877;49,4288;2021;Aucune énergie;0;0;68,7;80700;0
200066132;CC du Pays de Stenay et du Val Dunois;Pays de Stenay et du Val Dunois;CC;Rural autonome;9497;41;5,1877;49,4288;2021;Autres énergies renouvelables (EnR);22500;22100;0;83,9;0
200066132;CC du Pays de Stenay et du Val Dunois;Pays de Stenay et du Val Dunois;CC;Rural autonome;9497;41;5,1877;49,4288;2021;Bois-énergie (EnR);94400;92100;0;1730;0
200066132;CC du Pays de Stenay et du Val Dunois;Pays de Stenay et du Val Dunois;CC;Rural autonome;9497;41;5,1877;49,4288;2021;Chaleur et froid issus de réseau;172;166;0;0;0
200066132;CC du Pays de Stenay et du Val Dunois;Pays de Stenay et du Val Dunois;CC;Rural autonome;9497;41;5,1877;49,4288;2021;Electricité;121000;121000;0;4620;4620
200066132;CC du Pays de Stenay et du Val Dunois;Pays de Stenay et du Val Dunois;CC;Rural autonome;9497;41;5,1877;49,4288;2021;Gaz Naturel;149000;149000;30300;30400;0
200066132;CC du Pays de Stenay et du Val Dunois;Pays de Stenay et du Val Dunois;CC;Rural autonome;9497;41;5,1877;49,4288;2021;Produits pétroliers;142000;141000;38100;39100;0
200066132;CC du Pays de Stenay et du Val Dunois;Pays de Stenay et du Val Dunois;CC;Rural autonome;9497;41;5,1877;49,4288;2022;Aucune énergie;0;0;68,3;78000;0
200066132;CC du Pays de Stenay et du Val Dunois;Pays de Stenay et du Val Dunois;CC;Rural autonome;9497;41;5,1877;49,4288;2022;Autres énergies renouvelables (EnR);24900;26700;0;72,1;0
200066132;CC du Pays de Stenay et du Val Dunois;Pays de Stenay et du Val Dunois;CC;Rural autonome;9497;41;5,1877;49,4288;2022;Bois-énergie (EnR);86200;93700;0;1490;0
200066132;CC du Pays de Stenay et du Val Dunois;Pays de Stenay et du Val Dunois;CC;Rural autonome;9497;41;5,1877;49,4288;2022;Chaleur et froid issus de réseau;129;146;0;0;0
200066132;CC du Pays de Stenay et du Val Dunois;Pays de Stenay et du Val Dunois;CC;Rural autonome;9497;41;5,1877;49,4288;2022;Electricité;121000;122000;0;4030;4030
200066132;CC du Pays de Stenay et du Val Dunois;Pays de Stenay et du Val Dunois;CC;Rural autonome;9497;41;5,1877;49,4288;2022;Gaz Naturel;151000;152000;30400;30500;0
200066132;CC du Pays de Stenay et du Val Dunois;Pays de Stenay et du Val Dunois;CC;Rural autonome;9497;41;5,1877;49,4288;2022;Produits pétroliers;124000;127000;33200;34100;0
200066140;CC de l'Aire à l'Argonne;Aire à l'Argonne;CC;Rural périurbain;6409;47;5,2283;48,9254;2019;Aucune énergie;0;0;49,3;123000;0
200066140;CC de l'Aire à l'Argonne;Aire à l'Argonne;CC;Rural périurbain;6409;47;5,2283;48,9254;2019;Autres énergies renouvelables (EnR);17100;17500;0;107;0
200066140;CC de l'Aire à l'Argonne;Aire à l'Argonne;CC;Rural périurbain;6409;47;5,2283;48,9254;2019;Bois-énergie (EnR);53900;56800;0;1220;0
200066140;CC de l'Aire à l'Argonne;Aire à l'Argonne;CC;Rural périurbain;6409;47;5,2283;48,9254;2019;Electricité;41000;41400;0;1780;1780
200066140;CC de l'Aire à l'Argonne;Aire à l'Argonne;CC;Rural périurbain;6409;47;5,2283;48,9254;2019;Gaz Naturel;6,44;6,44;1,28;1,29;0
200066140;CC de l'Aire à l'Argonne;Aire à l'Argonne;CC;Rural périurbain;6409;47;5,2283;48,9254;2019;Produits pétroliers;129000;130000;34300;35700;0
200066140;CC de l'Aire à l'Argonne;Aire à l'Argonne;CC;Rural périurbain;6409;47;5,2283;48,9254;2020;Aucune énergie;0;0;46,2;117000;0
200066140;CC de l'Aire à l'Argonne;Aire à l'Argonne;CC;Rural périurbain;6409;47;5,2283;48,9254;2020;Autres énergies renouvelables (EnR);19600;21100;0;120;0
200066140;CC de l'Aire à l'Argonne;Aire à l'Argonne;CC;Rural périurbain;6409;47;5,2283;48,9254;2020;Bois-énergie (EnR);48500;56000;0;1060;0
200066140;CC de l'Aire à l'Argonne;Aire à l'Argonne;CC;Rural périurbain;6409;47;5,2283;48,9254;2020;Electricité;38100;38900;0;1580;1580
200066140;CC de l'Aire à l'Argonne;Aire à l'Argonne;CC;Rural périurbain;6409;47;5,2283;48,9254;2020;Gaz Naturel;7,06;7,06;1,41;1,42;0
200066140;CC de l'Aire à l'Argonne;Aire à l'Argonne;CC;Rural périurbain;6409;47;5,2283;48,9254;2020;Produits pétroliers;130000;133000;34700;36200;0
200066140;CC de l'Aire à l'Argonne;Aire à l'Argonne;CC;Rural périurbain;6409;47;5,2283;48,9254;2021;Aucune énergie;0;0;48,3;112000;0
200066140;CC de l'Aire à l'Argonne;Aire à l'Argonne;CC;Rural périurbain;6409;47;5,2283;48,9254;2021;Autres énergies renouvelables (EnR);23600;23100;0;127;0
200066140;CC de l'Aire à l'Argonne;Aire à l'Argonne;CC;Rural périurbain;6409;47;5,2283;48,9254;2021;Bois-énergie (EnR);57900;55600;0;1240;0
200066140;CC de l'Aire à l'Argonne;Aire à l'Argonne;CC;Rural périurbain;6409;47;5,2283;48,9254;2021;Electricité;41000;40700;0;1600;1600
200066140;CC de l'Aire à l'Argonne;Aire à l'Argonne;CC;Rural périurbain;6409;47;5,2283;48,9254;2021;Gaz Naturel;8,78;8,78;1,75;1,76;0
200066140;CC de l'Aire à l'Argonne;Aire à l'Argonne;CC;Rural périurbain;6409;47;5,2283;48,9254;2021;Produits pétroliers;134000;134000;35900;37500;0
200066140;CC de l'Aire à l'Argonne;Aire à l'Argonne;CC;Rural périurbain;6409;47;5,2283;48,9254;2022;Aucune énergie;0;0;48;107000;0
200066140;CC de l'Aire à l'Argonne;Aire à l'Argonne;CC;Rural périurbain;6409;47;5,2283;48,9254;2022;Autres énergies renouvelables (EnR);24400;26600;0;119;0
200066140;CC de l'Aire à l'Argonne;Aire à l'Argonne;CC;Rural périurbain;6409;47;5,2283;48,9254;2022;Bois-énergie (EnR);49300;56700;0;1030;0
200066140;CC de l'Aire à l'Argonne;Aire à l'Argonne;CC;Rural périurbain;6409;47;5,2283;48,9254;2022;Electricité;41100;41900;0;1400;1400
200066140;CC de l'Aire à l'Argonne;Aire à l'Argonne;CC;Rural périurbain;6409;47;5,2283;48,9254;2022;Gaz Naturel;7,53;7,53;1,5;1,51;0
200066140;CC de l'Aire à l'Argonne;Aire à l'Argonne;CC;Rural périurbain;6409;47;5,2283;48,9254;2022;Produits pétroliers;123000;125000;32900;34300;0
200066157;CC de Commercy - Void - Vaucouleurs;Commercy - Void - Vaucouleurs;CC;Rural autonome;21997;54;5,5836;48,6714;2019;Aucune énergie;0;0;221000;359000;0
200066157;CC de Commercy - Void - Vaucouleurs;Commercy - Void - Vaucouleurs;CC;Rural autonome;21997;54;5,5836;48,6714;2019;Autres énergies renouvelables (EnR);48400;49300;0;165;0
200066157;CC de Commercy - Void - Vaucouleurs;Commercy - Void - Vaucouleurs;CC;Rural autonome;21997;54;5,5836;48,6714;2019;Autres non renouvelables;160000;160000;44400;44600;0
200066157;CC de Commercy - Void - Vaucouleurs;Commercy - Void - Vaucouleurs;CC;Rural autonome;21997;54;5,5836;48,6714;2019;Bois-énergie (EnR);98000;103000;0;2590;0
200066157;CC de Commercy - Void - Vaucouleurs;Commercy - Void - Vaucouleurs;CC;Rural autonome;21997;54;5,5836;48,6714;2019;Combustibles Minéraux Solides (CMS);199000;199000;58900;59400;0
200066157;CC de Commercy - Void - Vaucouleurs;Commercy - Void - Vaucouleurs;CC;Rural autonome;21997;54;5,5836;48,6714;2019;Electricité;173000;175000;0;7400;7400
200066157;CC de Commercy - Void - Vaucouleurs;Commercy - Void - Vaucouleurs;CC;Rural autonome;21997;54;5,5836;48,6714;2019;Gaz Naturel;203000;205000;41100;41200;0
200066157;CC de Commercy - Void - Vaucouleurs;Commercy - Void - Vaucouleurs;CC;Rural autonome;21997;54;5,5836;48,6714;2019;Produits pétroliers;412000;415000;109000;112000;0
200066157;CC de Commercy - Void - Vaucouleurs;Commercy - Void - Vaucouleurs;CC;Rural autonome;21997;54;5,5836;48,6714;2020;Aucune énergie;0;0;180000;307000;0
200066157;CC de Commercy - Void - Vaucouleurs;Commercy - Void - Vaucouleurs;CC;Rural autonome;21997;54;5,5836;48,6714;2020;Autres énergies renouvelables (EnR);52900;56300;0;180;0
200066157;CC de Commercy - Void - Vaucouleurs;Commercy - Void - Vaucouleurs;CC;Rural autonome;21997;54;5,5836;48,6714;2020;Autres non renouvelables;130000;130000;35300;35500;0
200066157;CC de Commercy - Void - Vaucouleurs;Commercy - Void - Vaucouleurs;CC;Rural autonome;21997;54;5,5836;48,6714;2020;Bois-énergie (EnR);88500;101000;0;2270;0
200066157;CC de Commercy - Void - Vaucouleurs;Commercy - Void - Vaucouleurs;CC;Rural autonome;21997;54;5,5836;48,6714;2020;Combustibles Minéraux Solides (CMS);124000;124000;35600;36000;0
200066157;CC de Commercy - Void - Vaucouleurs;Commercy - Void - Vaucouleurs;CC;Rural autonome;21997;54;5,5836;48,6714;2020;Electricité;158000;162000;0;6490;6490
200066157;CC de Commercy - Void - Vaucouleurs;Commercy - Void - Vaucouleurs;CC;Rural autonome;21997;54;5,5836;48,6714;2020;Gaz Naturel;236000;242000;47300;47400;0
200066157;CC de Commercy - Void - Vaucouleurs;Commercy - Void - Vaucouleurs;CC;Rural autonome;21997;54;5,5836;48,6714;2020;Produits pétroliers;379000;386000;101000;103000;0
200066157;CC de Commercy - Void - Vaucouleurs;Commercy - Void - Vaucouleurs;CC;Rural autonome;21997;54;5,5836;48,6714;2021;Aucune énergie;0;0;217000;339000;0
200066157;CC de Commercy - Void - Vaucouleurs;Commercy - Void - Vaucouleurs;CC;Rural autonome;21997;54;5,5836;48,6714;2021;Autres énergies renouvelables (EnR);68300;67100;0;196;0
200066157;CC de Commercy - Void - Vaucouleurs;Commercy - Void - Vaucouleurs;CC;Rural autonome;21997;54;5,5836;48,6714;2021;Autres non renouvelables;122000;122000;29700;29900;0
200066157;CC de Commercy - Void - Vaucouleurs;Commercy - Void - Vaucouleurs;CC;Rural autonome;21997;54;5,5836;48,6714;2021;Bois-énergie (EnR);104000;100000;0;2620;0
200066157;CC de Commercy - Void - Vaucouleurs;Commercy - Void - Vaucouleurs;CC;Rural autonome;21997;54;5,5836;48,6714;2021;Combustibles Minéraux Solides (CMS);154000;154000;42500;43000;0
200066157;CC de Commercy - Void - Vaucouleurs;Commercy - Void - Vaucouleurs;CC;Rural autonome;21997;54;5,5836;48,6714;2021;Electricité;169000;168000;0;6510;6510
200066157;CC de Commercy - Void - Vaucouleurs;Commercy - Void - Vaucouleurs;CC;Rural autonome;21997;54;5,5836;48,6714;2021;Gaz Naturel;287000;286000;57500;57600;0
200066157;CC de Commercy - Void - Vaucouleurs;Commercy - Void - Vaucouleurs;CC;Rural autonome;21997;54;5,5836;48,6714;2021;Produits pétroliers;414000;412000;110000;112000;0
200066157;CC de Commercy - Void - Vaucouleurs;Commercy - Void - Vaucouleurs;CC;Rural autonome;21997;54;5,5836;48,6714;2022;Aucune énergie;0;0;207000;325000;0
200066157;CC de Commercy - Void - Vaucouleurs;Commercy - Void - Vaucouleurs;CC;Rural autonome;21997;54;5,5836;48,6714;2022;Autres énergies renouvelables (EnR);78000;84000;0;194;0
200066157;CC de Commercy - Void - Vaucouleurs;Commercy - Void - Vaucouleurs;CC;Rural autonome;21997;54;5,5836;48,6714;2022;Autres non renouvelables;123000;123000;30800;31000;0
200066157;CC de Commercy - Void - Vaucouleurs;Commercy - Void - Vaucouleurs;CC;Rural autonome;21997;54;5,5836;48,6714;2022;Bois-énergie (EnR);89900;102000;0;2180;0
200066157;CC de Commercy - Void - Vaucouleurs;Commercy - Void - Vaucouleurs;CC;Rural autonome;21997;54;5,5836;48,6714;2022;Combustibles Minéraux Solides (CMS);272000;272000;83700;84300;0
200066157;CC de Commercy - Void - Vaucouleurs;Commercy - Void - Vaucouleurs;CC;Rural autonome;21997;54;5,5836;48,6714;2022;Electricité;162000;165000;0;5480;5480
200066157;CC de Commercy - Void - Vaucouleurs;Commercy - Void - Vaucouleurs;CC;Rural autonome;21997;54;5,5836;48,6714;2022;Gaz Naturel;131000;136000;26400;26500;0
200066157;CC de Commercy - Void - Vaucouleurs;Commercy - Void - Vaucouleurs;CC;Rural autonome;21997;54;5,5836;48,6714;2022;Produits pétroliers;388000;393000;103000;105000;0
200066165;CC Val de Meuse - Voie Sacrée;Val de Meuse - Voie Sacrée;CC;Rural autonome;8950;25;5,3508;49,0599;2019;Aucune énergie;0;0;257000;302000;0
200066165;CC Val de Meuse - Voie Sacrée;Val de Meuse - Voie Sacrée;CC;Rural autonome;8950;25;5,3508;49,0599;2019;Autres énergies renouvelables (EnR);29900;30300;0;94,5;0
200066165;CC Val de Meuse - Voie Sacrée;Val de Meuse - Voie Sacrée;CC;Rural autonome;8950;25;5,3508;49,0599;2019;Autres non renouvelables;230000;230000;54100;54200;0
200066165;CC Val de Meuse - Voie Sacrée;Val de Meuse - Voie Sacrée;CC;Rural autonome;8950;25;5,3508;49,0599;2019;Bois-énergie (EnR);38500;40500;0;1070;0
200066165;CC Val de Meuse - Voie Sacrée;Val de Meuse - Voie Sacrée;CC;Rural autonome;8950;25;5,3508;49,0599;2019;Combustibles Minéraux Solides (CMS);821;821;289;289;0
200066165;CC Val de Meuse - Voie Sacrée;Val de Meuse - Voie Sacrée;CC;Rural autonome;8950;25;5,3508;49,0599;2019;Electricité;74500;75000;0;3170;3170
200066165;CC Val de Meuse - Voie Sacrée;Val de Meuse - Voie Sacrée;CC;Rural autonome;8950;25;5,3508;49,0599;2019;Gaz Naturel;259000;260000;64800;64800;0
200066165;CC Val de Meuse - Voie Sacrée;Val de Meuse - Voie Sacrée;CC;Rural autonome;8950;25;5,3508;49,0599;2019;Produits pétroliers;271000;272000;72500;73700;0
200066165;CC Val de Meuse - Voie Sacrée;Val de Meuse - Voie Sacrée;CC;Rural autonome;8950;25;5,3508;49,0599;2020;Aucune énergie;0;0;244000;285000;0
200066165;CC Val de Meuse - Voie Sacrée;Val de Meuse - Voie Sacrée;CC;Rural autonome;8950;25;5,3508;49,0599;2020;Autres énergies renouvelables (EnR);29000;30300;0;97,6;0
200066165;CC Val de Meuse - Voie Sacrée;Val de Meuse - Voie Sacrée;CC;Rural autonome;8950;25;5,3508;49,0599;2020;Autres non renouvelables;253000;253000;58300;58600;0
200066165;CC Val de Meuse - Voie Sacrée;Val de Meuse - Voie Sacrée;CC;Rural autonome;8950;25;5,3508;49,0599;2020;Bois-énergie (EnR);34900;40200;0;936;0
200066165;CC Val de Meuse - Voie Sacrée;Val de Meuse - Voie Sacrée;CC;Rural autonome;8950;25;5,3508;49,0599;2020;Combustibles Minéraux Solides (CMS);730;730;256;257;0
200066165;CC Val de Meuse - Voie Sacrée;Val de Meuse - Voie Sacrée;CC;Rural autonome;8950;25;5,3508;49,0599;2020;Electricité;71200;72500;0;2920;2920
200066165;CC Val de Meuse - Voie Sacrée;Val de Meuse - Voie Sacrée;CC;Rural autonome;8950;25;5,3508;49,0599;2020;Gaz Naturel;218000;220000;57000;57000;0
200066165;CC Val de Meuse - Voie Sacrée;Val de Meuse - Voie Sacrée;CC;Rural autonome;8950;25;5,3508;49,0599;2020;Produits pétroliers;235000;238000;62700;64000;0
200066165;CC Val de Meuse - Voie Sacrée;Val de Meuse - Voie Sacrée;CC;Rural autonome;8950;25;5,3508;49,0599;2021;Aucune énergie;0;0;265000;306000;0
200066165;CC Val de Meuse - Voie Sacrée;Val de Meuse - Voie Sacrée;CC;Rural autonome;8950;25;5,3508;49,0599;2021;Autres énergies renouvelables (EnR);40300;39800;0;119;0
200066165;CC Val de Meuse - Voie Sacrée;Val de Meuse - Voie Sacrée;CC;Rural autonome;8950;25;5,3508;49,0599;2021;Autres non renouvelables;248000;248000;58200;58900;0
200066165;CC Val de Meuse - Voie Sacrée;Val de Meuse - Voie Sacrée;CC;Rural autonome;8950;25;5,3508;49,0599;2021;Bois-énergie (EnR);41400;39800;0;1080;0
200066165;CC Val de Meuse - Voie Sacrée;Val de Meuse - Voie Sacrée;CC;Rural autonome;8950;25;5,3508;49,0599;2021;Combustibles Minéraux Solides (CMS);4360;4360;1540;1550;0
200066165;CC Val de Meuse - Voie Sacrée;Val de Meuse - Voie Sacrée;CC;Rural autonome;8950;25;5,3508;49,0599;2021;Electricité;72500;72100;0;2800;2800
200066165;CC Val de Meuse - Voie Sacrée;Val de Meuse - Voie Sacrée;CC;Rural autonome;8950;25;5,3508;49,0599;2021;Gaz Naturel;261000;260000;66000;66100;0
200066165;CC Val de Meuse - Voie Sacrée;Val de Meuse - Voie Sacrée;CC;Rural autonome;8950;25;5,3508;49,0599;2021;Produits pétroliers;267000;266000;71400;72800;0
200066165;CC Val de Meuse - Voie Sacrée;Val de Meuse - Voie Sacrée;CC;Rural autonome;8950;25;5,3508;49,0599;2022;Aucune énergie;0;0;240000;279000;0
200066165;CC Val de Meuse - Voie Sacrée;Val de Meuse - Voie Sacrée;CC;Rural autonome;8950;25;5,3508;49,0599;2022;Autres énergies renouvelables (EnR);45100;47500;0;103;0
200066165;CC Val de Meuse - Voie Sacrée;Val de Meuse - Voie Sacrée;CC;Rural autonome;8950;25;5,3508;49,0599;2022;Autres non renouvelables;199000;199000;41800;42600;0
200066165;CC Val de Meuse - Voie Sacrée;Val de Meuse - Voie Sacrée;CC;Rural autonome;8950;25;5,3508;49,0599;2022;Bois-énergie (EnR);35500;40900;0;900;0
200066165;CC Val de Meuse - Voie Sacrée;Val de Meuse - Voie Sacrée;CC;Rural autonome;8950;25;5,3508;49,0599;2022;Combustibles Minéraux Solides (CMS);68300;68300;24400;24500;0
200066165;CC Val de Meuse - Voie Sacrée;Val de Meuse - Voie Sacrée;CC;Rural autonome;8950;25;5,3508;49,0599;2022;Electricité;73400;74700;0;2490;2490
200066165;CC Val de Meuse - Voie Sacrée;Val de Meuse - Voie Sacrée;CC;Rural autonome;8950;25;5,3508;49,0599;2022;Gaz Naturel;206000;207000;54600;54700;0
200066165;CC Val de Meuse - Voie Sacrée;Val de Meuse - Voie Sacrée;CC;Rural autonome;8950;25;5,3508;49,0599;2022;Produits pétroliers;252000;254000;67200;68300;0
200066173;CC de Damvillers Spincourt;Damvillers Spincourt;CC;Rural autonome;8090;41;5,5291;49,3414;2019;Aucune énergie;0;0;65,8;104000;0
200066173;CC de Damvillers Spincourt;Damvillers Spincourt;CC;Rural autonome;8090;41;5,5291;49,3414;2019;Autres énergies renouvelables (EnR);21000;21700;0;78,8;0
200066173;CC de Damvillers Spincourt;Damvillers Spincourt;CC;Rural autonome;8090;41;5,5291;49,3414;2019;Bois-énergie (EnR);42600;44800;0;1180;0
200066173;CC de Damvillers Spincourt;Damvillers Spincourt;CC;Rural autonome;8090;41;5,5291;49,3414;2019;Electricité;40100;40600;0;1770;1770
200066173;CC de Damvillers Spincourt;Damvillers Spincourt;CC;Rural autonome;8090;41;5,5291;49,3414;2019;Gaz Naturel;5780;5970;1170;1170;0
200066173;CC de Damvillers Spincourt;Damvillers Spincourt;CC;Rural autonome;8090;41;5,5291;49,3414;2019;Produits pétroliers;116000;117000;30800;31800;0
200066173;CC de Damvillers Spincourt;Damvillers Spincourt;CC;Rural autonome;8090;41;5,5291;49,3414;2020;Aucune énergie;0;0;63,7;99800;0
200066173;CC de Damvillers Spincourt;Damvillers Spincourt;CC;Rural autonome;8090;41;5,5291;49,3414;2020;Autres énergies renouvelables (EnR);21400;23400;0;84,7;0
200066173;CC de Damvillers Spincourt;Damvillers Spincourt;CC;Rural autonome;8090;41;5,5291;49,3414;2020;Bois-énergie (EnR);38200;44100;0;1030;0
200066173;CC de Damvillers Spincourt;Damvillers Spincourt;CC;Rural autonome;8090;41;5,5291;49,3414;2020;Electricité;38200;39400;0;1600;1600
200066173;CC de Damvillers Spincourt;Damvillers Spincourt;CC;Rural autonome;8090;41;5,5291;49,3414;2020;Gaz Naturel;5220;5710;1060;1060;0
200066173;CC de Damvillers Spincourt;Damvillers Spincourt;CC;Rural autonome;8090;41;5,5291;49,3414;2020;Produits pétroliers;113000;116000;30200;31300;0
200066173;CC de Damvillers Spincourt;Damvillers Spincourt;CC;Rural autonome;8090;41;5,5291;49,3414;2021;Aucune énergie;0;0;64,4;95500;0
200066173;CC de Damvillers Spincourt;Damvillers Spincourt;CC;Rural autonome;8090;41;5,5291;49,3414;2021;Autres énergies renouvelables (EnR);23400;22800;0;91,4;0
200066173;CC de Damvillers Spincourt;Damvillers Spincourt;CC;Rural autonome;8090;41;5,5291;49,3414;2021;Bois-énergie (EnR);44900;43100;0;1180;0
200066173;CC de Damvillers Spincourt;Damvillers Spincourt;CC;Rural autonome;8090;41;5,5291;49,3414;2021;Electricité;41300;40900;0;1630;1630
200066173;CC de Damvillers Spincourt;Damvillers Spincourt;CC;Rural autonome;8090;41;5,5291;49,3414;2021;Gaz Naturel;6130;5980;1240;1240;0
200066173;CC de Damvillers Spincourt;Damvillers Spincourt;CC;Rural autonome;8090;41;5,5291;49,3414;2021;Produits pétroliers;122000;121000;32400;33500;0
200066173;CC de Damvillers Spincourt;Damvillers Spincourt;CC;Rural autonome;8090;41;5,5291;49,3414;2022;Aucune énergie;0;0;63,7;92000;0
200066173;CC de Damvillers Spincourt;Damvillers Spincourt;CC;Rural autonome;8090;41;5,5291;49,3414;2022;Autres énergies renouvelables (EnR);24000;26200;0;79,9;0
200066173;CC de Damvillers Spincourt;Damvillers Spincourt;CC;Rural autonome;8090;41;5,5291;49,3414;2022;Bois-énergie (EnR);38900;44700;0;988;0
200066173;CC de Damvillers Spincourt;Damvillers Spincourt;CC;Rural autonome;8090;41;5,5291;49,3414;2022;Electricité;38600;39700;0;1340;1340
200066173;CC de Damvillers Spincourt;Damvillers Spincourt;CC;Rural autonome;8090;41;5,5291;49,3414;2022;Gaz Naturel;4930;5370;996;998;0
200066173;CC de Damvillers Spincourt;Damvillers Spincourt;CC;Rural autonome;8090;41;5,5291;49,3414;2022;Produits pétroliers;104000;106000;27700;28700;0
200066835;CC de Sézanne-Sud Ouest Marnais;Sézanne-Sud Ouest Marnais;CC;Rural autonome;21079;62;3,6873;48,6746;2019;Aucune énergie;0;0;708;81700;0
200066835;CC de Sézanne-Sud Ouest Marnais;Sézanne-Sud Ouest Marnais;CC;Rural autonome;21079;62;3,6873;48,6746;2019;Autres énergies renouvelables (EnR);49500;51300;0;215;0
200066835;CC de Sézanne-Sud Ouest Marnais;Sézanne-Sud Ouest Marnais;CC;Rural autonome;21079;62;3,6873;48,6746;2019;Bois-énergie (EnR);82500;89500;0;2270;0
200066835;CC de Sézanne-Sud Ouest Marnais;Sézanne-Sud Ouest Marnais;CC;Rural autonome;21079;62;3,6873;48,6746;2019;Combustibles Minéraux Solides (CMS);103000;103000;34300;34600;0
200066835;CC de Sézanne-Sud Ouest Marnais;Sézanne-Sud Ouest Marnais;CC;Rural autonome;21079;62;3,6873;48,6746;2019;Electricité;147000;150000;0;6420;6420
200066835;CC de Sézanne-Sud Ouest Marnais;Sézanne-Sud Ouest Marnais;CC;Rural autonome;21079;62;3,6873;48,6746;2019;Gaz Naturel;67700;71500;14200;14300;0
200066835;CC de Sézanne-Sud Ouest Marnais;Sézanne-Sud Ouest Marnais;CC;Rural autonome;21079;62;3,6873;48,6746;2019;Produits pétroliers;377000;380000;100000;103000;0
200066835;CC de Sézanne-Sud Ouest Marnais;Sézanne-Sud Ouest Marnais;CC;Rural autonome;21079;62;3,6873;48,6746;2020;Aucune énergie;0;0;721;79300;0
200066835;CC de Sézanne-Sud Ouest Marnais;Sézanne-Sud Ouest Marnais;CC;Rural autonome;21079;62;3,6873;48,6746;2020;Autres énergies renouvelables (EnR);49700;53700;0;207;0
200066835;CC de Sézanne-Sud Ouest Marnais;Sézanne-Sud Ouest Marnais;CC;Rural autonome;21079;62;3,6873;48,6746;2020;Bois-énergie (EnR);71700;84400;0;1980;0
200066835;CC de Sézanne-Sud Ouest Marnais;Sézanne-Sud Ouest Marnais;CC;Rural autonome;21079;62;3,6873;48,6746;2020;Combustibles Minéraux Solides (CMS);48200;48200;16000;16100;0
200066835;CC de Sézanne-Sud Ouest Marnais;Sézanne-Sud Ouest Marnais;CC;Rural autonome;21079;62;3,6873;48,6746;2020;Electricité;140000;146000;0;5840;5840
200066835;CC de Sézanne-Sud Ouest Marnais;Sézanne-Sud Ouest Marnais;CC;Rural autonome;21079;62;3,6873;48,6746;2020;Gaz Naturel;58500;65700;12300;12300;0
200066835;CC de Sézanne-Sud Ouest Marnais;Sézanne-Sud Ouest Marnais;CC;Rural autonome;21079;62;3,6873;48,6746;2020;Produits pétroliers;342000;348000;91200;93800;0
200066835;CC de Sézanne-Sud Ouest Marnais;Sézanne-Sud Ouest Marnais;CC;Rural autonome;21079;62;3,6873;48,6746;2021;Aucune énergie;0;0;732;81200;0
200066835;CC de Sézanne-Sud Ouest Marnais;Sézanne-Sud Ouest Marnais;CC;Rural autonome;21079;62;3,6873;48,6746;2021;Autres énergies renouvelables (EnR);57700;57100;0;240;0
200066835;CC de Sézanne-Sud Ouest Marnais;Sézanne-Sud Ouest Marnais;CC;Rural autonome;21079;62;3,6873;48,6746;2021;Bois-énergie (EnR);90300;88100;0;2350;0
200066835;CC de Sézanne-Sud Ouest Marnais;Sézanne-Sud Ouest Marnais;CC;Rural autonome;21079;62;3,6873;48,6746;2021;Combustibles Minéraux Solides (CMS);85000;85000;28000;28100;0
200066835;CC de Sézanne-Sud Ouest Marnais;Sézanne-Sud Ouest Marnais;CC;Rural autonome;21079;62;3,6873;48,6746;2021;Electricité;149000;149000;0;5880;5880
200066835;CC de Sézanne-Sud Ouest Marnais;Sézanne-Sud Ouest Marnais;CC;Rural autonome;21079;62;3,6873;48,6746;2021;Gaz Naturel;71400;70100;14400;14500;0
200066835;CC de Sézanne-Sud Ouest Marnais;Sézanne-Sud Ouest Marnais;CC;Rural autonome;21079;62;3,6873;48,6746;2021;Produits pétroliers;380000;379000;101000;104000;0
200066835;CC de Sézanne-Sud Ouest Marnais;Sézanne-Sud Ouest Marnais;CC;Rural autonome;21079;62;3,6873;48,6746;2022;Aucune énergie;0;0;736;80400;0
200066835;CC de Sézanne-Sud Ouest Marnais;Sézanne-Sud Ouest Marnais;CC;Rural autonome;21079;62;3,6873;48,6746;2022;Autres énergies renouvelables (EnR);61500;65900;0;228;0
200066835;CC de Sézanne-Sud Ouest Marnais;Sézanne-Sud Ouest Marnais;CC;Rural autonome;21079;62;3,6873;48,6746;2022;Bois-énergie (EnR);101000;112000;0;2040;0
200066835;CC de Sézanne-Sud Ouest Marnais;Sézanne-Sud Ouest Marnais;CC;Rural autonome;21079;62;3,6873;48,6746;2022;Combustibles Minéraux Solides (CMS);38800;38800;12800;12900;0
200066835;CC de Sézanne-Sud Ouest Marnais;Sézanne-Sud Ouest Marnais;CC;Rural autonome;21079;62;3,6873;48,6746;2022;Electricité;143000;147000;0;4920;4920
200066835;CC de Sézanne-Sud Ouest Marnais;Sézanne-Sud Ouest Marnais;CC;Rural autonome;21079;62;3,6873;48,6746;2022;Gaz Naturel;56900;62300;11500;11500;0
